text,label
NOW! Support House Resolution 151 to protect AAPI communities from hate and bias attacks.,[]
Hundred of Myanmar doctors are in turmoil for UK job/exams due to closure of local VFS,['lockdowns']
GOV. BROWN: OPEN POOLS IN OREGON TO COMPETITIVE SWIMMERS IN PHASE 1,['lockdowns']
Request to Make NC A&T Spring 2020 Courses Pass/Fail due to COVID-19,['lockdowns']
De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,[]
#FlattenTheCurve: Order Stricter Implementation of “Work From Home” in Companies,['masking_and_distancing']
GYMS VS. THE STATE OF ALABAMA,[]
A law to close entertainment venues during the COVID-19 outbreak to safeguard jobs.,['lockdowns']
Keep Doulas in the Hospital Supporting Moms during COVID-19,[]
Cancellation of final year exams as the risk of Covid 19 spread have increased.,[]
"Pettion to Allow for Outdoor, Socially Distanced Workouts",['masking_and_distancing']
"In wake of COVID-19 slowdown, guarantee the American people a Universal Basic Income",[]
Cancel Rent and Mortgage Payments during Covid-19,['lockdowns']
HOLD INDIA ACCOUNTABLE FOR HUMAN RIGHTS VIOLATIONS IN KASHMIR,[]
Change USF Class Grading to Mandatory Pass/Fail for Spring 2020  Due to COVID-19,['lockdowns']
Urgent resources for COVID-19 in Indigenous Communities,[]
Petition to reconsider the decision of eliminating the University of Hartford Spirit teams,[]
FLORIDA PRISONERS COVID-19,[]
$2000/month to every American #moneyforthepeople #covid19,[]
Ontario needs to allow salons to open before they lose their businesses!,['lockdowns']
Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,[]
BAME LEADERSHIP: A DEMAND FOR A COVID-19 RACE EQUALITY STRATEGY,[]
Force Banks to Give Mortgage & Payment Holiday,[]
Bring back Maldivians stranded in Malaysia due to Covid 19,['lockdowns']
Require masks in grocery stores to fight COVID-19,['masking_and_distancing']
Access to Covid-19 swabbing for symptomatic NHS and frontline emergency services,[]
"AirAsia Should Refund Its’ Customers with Cash Refund, or at least Provide The Options",[]
Unmask our children,['masking_and_distancing']
Improve the Mobile Network : Fix Minimum 4G Internet Speed,[]
Create a reopening plan that allows internationals to stay in the U​.​S.,['lockdowns']
Audit PMCARES FUND,[]
Atlanta Spa Shooting of Asian Women is a Hate Crime,[]
"Extenuating Circumstances for international students, University of Surrey",[]
"Smithfield has case of COVID-19 in facility in Sioux Falls SD, should shut down for 2 week",['lockdowns']
Close Surrey School District's schools due to Coronavirus spread,['lockdowns']
Make school covid-19 safe,[]
Stop the Corona Virus: Close the New Zealand borders: Save the local economy,['lockdowns']
Don’t force students to physically attend school on May 16 in New Jersey.,[]
Shutdown PartyTown Guelph to prevent the spread of COVID-19,['lockdowns']
Priority covid-19 testing for healthcare workers with symptoms,[]
Africa WILL NOT be the testing ground for the Covid-19 vaccine,['vaccination']
Shut Down Alabama,['lockdowns']
Save the Graffiti Highway,[]
Compensation for Covid-19 fedEx Ground Drivers.,[]
Cancel AHSEC board exam,[]
Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,['lockdowns']
"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",[]
Suspend Boston Exam School Admissions Testing for One Year!,[]
Corona-Schutz für Obdachlose - sofortige Unterbringung benötigt!,['lockdowns']
Covid-19 Impfung für Schwangere!,[]
STOP the Construction of a New Hog Confinement in Poweshiek! Save Our Air and Water!,[]
Temporary Moratorium on Evictions Due to COVID-19 Financial Hardships,[]
Cancel Utility Payments for Belizean Households,['lockdowns']
Extended Temporary bonus COVID-19 Pay,[]
Dentistry in South Africa needs your help after the COVID-19 pandemic!,[]
Food companies need to set purchase limits!,[]
NHS Payrise post Covid - 19,[]
Subir el limite en los ayudas de alquilar,[]
Protect our Healthcare workers during the COVID-19 War!,[]
Personal protective equipment (PPE) is essential to protect health care workers,['masking_and_distancing']
Close Schools during the COVID-19 pandemic,['lockdowns']
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,[]
Loan forgiveness for nurses actively working during Covid -19,[]
Get lawmakers to take action on homelessness,[]
India can defeat COVID-19 with more investments in nutrition,[]
Banks should freeze mortgage to survive the current COVID-19 shutdown.,['lockdowns']
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,['lockdowns']
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,[]
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,[]
Second chance for seniors!,[]
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,[]
Federal Assistance for Regional Airlines,[]
Close Beaverton School District COVID 19,['lockdowns']
Allow Ontario's young athletes a safe return to sports,[]
Postponement of GATE 2021 exam due to pandemic situations,['lockdowns']
ECFMG Certification without Step 2 CS,[]
Fair treatment of freelance artists during the COVID-19 crisis,[]
temporary close campus due to concerns of coronavirus(COVID-19),['lockdowns']
Reform of the Dental Council of New Zealand,[]
Arizona Suspend mortgage/rent and utility bills during mandatory Coronavirus shut down,['lockdowns']
#CloseCrownCasino during the Coronavirus Pandemic,['lockdowns']
COVID-19: Demand Serious Action on Health Crisis!,[]
"Lakehead, Help Students During COVID-19",[]
Utah: Slow the COVID-19 Spread with Mandatory Masks,['masking_and_distancing']
Force Dillard’s to close their Doors,[]
Make July 2021 Graduation Happen for Uni of Liverpool Students!,[]
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,[]
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,[]
Shut down schools in VVSD 365u due to COVID-19,['lockdowns']
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",[]
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,['lockdowns']
Cancellation of ib exams for generations 2020 2021,[]
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",[]
Appeal to reduce university tuition in JA now that classes are online amidst COVID-19,['lockdowns']
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,[]
Free parking for hospital staff during COVID-19 pandemic in Canada.,[]
CERB Must Include Students and Seasonal Workers Unable to find Work,[]
Stop Increasing Rent During COVID-19,[]
More medical supplies needed,[]
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),[]
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,[]
"Keith Rowley, Fire Yourself!",[]
COVID-19: Please allow parents to keep school children at home without repercussions,[]
No! to Miramar Furlough,[]
Help International Students return to Australia before 2021!,[]
Eat Healthy. Avoid pork and scavenger meat - it makes you sick.,[]
Protect our migrant workers from Covid-19,[]
COVID 19 AND CANCELLED FLIGHTS,['lockdowns']
Require Frequent COVID-19 Testing at Villanova,[]
Help stop the destruction of 400 million-year-old Ainslie Volcanics,[]
Postpone or cancel VTU semester exams due to COVID-19 fears.,[]
Stop the demolition of the Monument of Anti-Chico Dams Struggle Heroes,[]
Make Northeastern University a Sanctuary Campus,[]
"LMU, do right by your students.",[]
St. James Town Urgently Needs Space for Food Security,[]
Protect the arts from economic devastation following COVID-19 closures,['lockdowns']
Don’t relax lockdown until the NHS has sufficient supplies of PPE,"['lockdowns', 'masking_and_distancing']"
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",[]
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,['vaccination']
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",[]
Covid-19 vs. Prisoners,[]
Close all New Jersey schools due to COVID-19 virus,['lockdowns']
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,[]
Local Fire Sirens - should be heard!!,[]
SAVE THE PORTLAND CHILDREN'S MUSEUM,[]
6 Demands from NHS staff to help us tackle Coronavirus,[]
Make 0% Interest Student Loans Permanent,[]
Full Lockdown from government of Malaysia due to Covid 19 spreading.,['lockdowns']
"Support fair pay for NZ's aged care nurses - PETITION CLOSED WE REACHED 15,000! THANKS!",[]
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,['lockdowns']
RESCHEDULING OF IIE GRADUATION,[]
Justice for 89-year-old Asian American Hate Crime Victim,[]
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,[]
Save the saviors,[]
Save John Lewis Peterborough,[]
Reduce the 4700 rm quarantine charges or home quarantine for international students.,[]
Shut Down All B​.​C Schools Due To Covid-19,[]
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,['lockdowns']
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,['lockdowns']
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,[]
RECALL TEXAS GOVERNOR GREG ABBOTT,[]
A second stimulus check for Americans!,['lockdowns']
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",[]
Rapid testing for COVID-19,[]
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,[]
Null and void the Premier League,[]
Free public transport for NHS staff to accompany 1% pay rise,[]
PM please give immediate COVID Insurance cover to all NHS staff,[]
SAY NO TO OSHA PROPOSED PERMANENT RULE,[]
(NTU) - Viewing of results before deciding to S/U,[]
